ee9b2a,2024-12-04 20:48:09,OPEN,,
2102b9,2024-12-04 20:48:18,TEST,motouber,0
2cda03,2024-12-04 20:48:58,TEST,motouber,0
00599c,2024-12-04 20:49:09,TEST,motouber,0
a502b8,2024-12-04 20:50:54,TEST,motouber,0
dc06ab,2024-12-04 21:02:22,TEST,motouber,0
bb9b9e,2024-12-04 21:03:20,TEST,motouber,12
889729,2024-12-04 21:07:49,TEST,motouber,12
52995a,2024-12-04 21:09:48,TEST,motouber,12
65432f,2024-12-04 21:22:01,TEST,motouber,12
9094b9,2024-12-04 21:22:17,TEST,motouber,12
934c22,2024-12-04 21:23:17,TEST,motouber,25
9039f5,2024-12-04 21:24:39,TEST,motouber,25
e0892d,2024-12-04 21:25:36,TEST,motouber,50
38bcdd,2024-12-04 21:30:32,TEST,motouber,50
81b1ce,2024-12-04 21:31:14,TEST,motouber,75
5055e4,2024-12-04 21:35:38,TEST,motouber,75
340649,2024-12-04 21:36:01,TEST,motouber,75
ac2d8c,2024-12-04 21:39:12,TEST,motouber,75
b5dc46,2024-12-04 21:40:13,TEST,motouber,75
7649d5,2024-12-04 21:40:47,TEST,motouber,75
2a08e6,2024-12-04 21:42:07,TEST,motouber,75
5c3a97,2024-12-04 21:42:23,TEST,motouber,75
25b001,2024-12-04 21:43:13,TEST,motouber,75
be79a8,2024-12-04 21:43:21,TEST,motouber,75
565ea7,2024-12-04 21:43:35,TEST,motouber,75
a3ae4b,2024-12-04 21:46:08,TEST,motouber,75
b7641a,2024-12-04 21:48:26,TEST,motouber,75
784fa5,2024-12-04 21:49:23,TEST,motouber,75
831c16,2024-12-04 21:49:58,TEST,motouber,75
5d354b,2024-12-04 21:50:11,TEST,motouber,75
d8a82c,2024-12-04 21:50:32,TEST,motouber,75
7b2631,2024-12-04 21:52:23,TEST,motouber,75
34ba42,2024-12-04 21:53:27,TEST,motouber,75
e8682c,2024-12-04 21:54:08,TEST,motouber,75
ca01af,2024-12-04 21:55:22,TEST,motouber,75
15a04c,2024-12-04 21:55:40,TEST,motouber,75
6a870b,2024-12-04 21:56:52,TEST,motouber,75
7c2713,2024-12-04 21:57:16,TEST,motouber,100
c849a9,2024-12-04 21:59:47,FREE,motouber,
df958d,2024-12-04 22:00:21,OPEN,,
c5e1f6,2024-12-04 22:00:23,TEST,motouber,100
cd2709,2024-12-04 22:00:58,TEST,motouber,COMP
a63b5d,2024-12-04 22:01:04,TEST,motouber,100
de47ff,2024-12-04 22:05:17,TEST,motouber,87
6a6588,2024-12-04 22:05:37,TEST,motouber,100
4c5ede,2024-12-04 22:06:13,TEST,motouber,87
91104f,2024-12-04 22:06:31,TEST,motouber,100
e51c04,2024-12-04 22:08:23,TEST,motouber,100
